Time:512Hz,Epoch,Oscillator 1,Oscillator 2,Oscillator 3,Oscillator 4,Oscillator 5,Oscillator 6,Oscillator 7,Oscillator 8,Oscillator 9,Oscillator 10,Oscillator 11,Oscillator 12,Oscillator 13,Oscillator 14,Oscillator 15,Oscillator 16,Oscillator 17,Oscillator 18,Oscillator 19,Event Id,Event Date,Event Duration
0.0410156250,0,0.2812341154,0.8360305429,-2.1618888378,-0.0212922860,0.8037632108,-1.2014932632,-0.5860177279,-1.5790940523,0.4287250936,-0.1104361787,-2.7431540489,-0.1661356091,-0.5272970200,-0.7553777099,-1.2507241964,-2.2975485325,0.8013775945,-0.9919941425,-2.2363157272,,,
0.0429687500,0,0.3951357901,1.0912659168,-1.7349586487,0.4455055296,1.5665341616,-0.5663858056,0.2676068544,-0.3794561327,1.3190491199,1.1893448830,-1.5449889898,1.1812103987,1.2142846584,0.3034879863,0.4927340746,-0.5329256654,2.2123751640,0.9566446543,-0.9747459292,,,
0.0449218750,0,0.5086088777,1.3384542465,-1.3221553564,0.8642048836,2.2353467941,-0.0603532940,0.8690681458,0.5114146471,1.7465736866,1.8416213989,-1.0476796627,1.4907540083,1.7923471928,0.0041533527,0.5054639578,-0.4930501878,1.3981537819,0.5456811786,-2.1041393280,,,
0.0468750000,0,0.6193601489,1.5595953465,-0.9819777012,1.1052150726,2.5726983547,-0.0521130972,0.6982260346,0.4144855738,0.9196451902,0.9551825523,-2.1424331665,-0.0255433712,0.5792205930,-1.8843384981,-1.0227553844,-1.4084613323,-0.0792627111,-0.0022822241,-2.4333188534,,,
0.0488281250,0,0.7251493931,1.7383508682,-0.7608633041,1.0870783329,2.4775755405,-0.6010977030,-0.1648867279,-0.3240389228,-0.3662903011,-0.1046778783,-2.7654809952,-0.5413197875,1.0331779718,-1.3417443037,0.1297369152,0.7400212884,1.3225169182,1.7099581957,-0.9077466726,,,
0.0507812500,0,0.8238283992,1.8611831665,-0.6859899759,0.7990133166,2.0275430679,-1.4213030338,-1.1024347544,-0.6930753589,-0.7195575833,0.2117368579,-1.5638145208,0.6650524735,2.6784067154,-0.3225008547,0.3748441041,0.8688066006,-0.2087244689,-0.2011335194,-2.3960294724,,,
0.0527343750,0,0.9133790731,1.9182995558,-0.7610797882,0.3040921986,1.4454132318,-2.0522141457,-1.4505832195,-0.0563366860,0.1044696793,1.2921441793,-0.3090267479,0.7831050158,2.1414363384,-1.7214711905,-1.5603380203,0.0961340740,-0.7104027867,0.3229550123,-0.1721191853,,,
0.0546875000,0,0.9919486642,1.9043350220,-0.9658592343,-0.2778227031,1.0045914650,-2.1344695091,-1.0276212692,1.1906095743,0.9037698507,1.2891950607,-0.7803864479,-0.7621056437,0.8656514287,-1.9639292955,-0.9730720520,2.1711313725,0.7904575467,0.3846386671,-0.5070904493,,,
0.0566406250,0,1.0578827858,1.8187277317,-1.2592601776,-0.8027079105,0.9131058455,-1.6252076626,-0.2762691975,2.0171236992,0.5508559942,-0.0806722790,-1.6393566132,-1.0971264839,1.7631313801,-0.1795787513,-0.2765793502,1.9134305716,-0.8159624934,-1.7409076691,-0.2704461515,,,
0.0585937500,0,1.1097538471,1.6657589674,-1.5858619213,-1.1416326761,1.2253378630,-0.8241489530,0.0935133249,1.8031878471,-0.5822790861,-1.0981141329,-0.8325930238,0.2843393385,2.5081968307,-0.4836753011,-2.1054508686,0.8504912257,-0.0780568346,-0.4401854873,1.4098073244,,,
0.0605468750,0,1.1463871002,1.4542561769,-1.8845709562,-1.2158823013,1.8187612295,-0.1947850734,-0.3244315386,0.9664248824,-1.0911026001,-0.6259220839,0.7372391820,0.5178549290,0.8999958634,-1.5220934153,-1.8061820269,2.5024659634,1.1707686186,-1.8823633194,-0.2832543254,,,
0.0625000000,1,1.1668804884,1.1969790459,-2.0981872082,-1.0183253288,2.4455242157,-0.0877278969,-1.3041905165,0.5303645730,-0.3090874255,0.1891361922,0.7803615928,-0.7819520831,-0.0421807542,-0.0224919971,-0.4095476866,1.6667495966,-0.3633478284,-2.4592702389,1.4197388887,,,
0.0644531250,1,1.1706213951,0.9097323418,-2.1823647022,-0.6151723862,2.8370780945,-0.5318441987,-2.1648185253,1.0750149488,0.8491060138,-0.3303924203,-0.3497963250,-0.7329849601,1.0257214308,0.7447488904,-1.6790735722,0.2977875769,1.1091659069,-1.0256607533,0.3292841315,,,
0.0664062500,1,1.1572966576,0.6102657318,-2.1125724316,-0.1276449561,2.8176395893,-1.2182142735,-2.3112552166,2.1415238380,1.0344038010,-1.8359805346,-0.3054694831,0.9353050590,0.7428535223,-0.7451425791,-1.5295863152,1.6691710949,1.4030390978,-2.7201361656,-0.1806278825,,,
0.0683593750,1,1.1268990040,0.3170392811,-1.8879699707,0.3014196157,2.3785352707,-1.6864917278,-1.7067816257,2.6989738941,0.1553750038,-2.4594631195,1.0787945986,1.3089541197,-1.1573055983,-0.4318130612,0.4756217897,0.5601613522,-0.1736847907,-1.1991772652,0.8331164718,,,
0.0703125000,1,1.0797266960,0.0479392260,-1.5315945148,0.5468722582,1.6820094585,-1.6020495892,-0.8994047642,2.1966905594,-0.5160709023,-1.6180329323,1.4845360518,0.1911528409,-1.1652764082,0.9039307237,-0.1713716686,-0.7032688260,1.3225609064,-0.6244064569,-1.2424812317,,,
0.0722656250,1,1.0163787603,-0.1809656918,-1.0868289471,0.5356920958,0.9928862453,-0.9579350352,-0.5811622143,1.1274926662,0.0419339314,-0.8783005476,0.2178241163,0.4622401595,-0.0058479053,-0.3700736761,-0.3711695075,0.8286364675,0.3274470866,-1.4778138399,0.4223254323,,,
0.0742187500,1,0.9377446175,-0.3565409780,-0.6107022762,0.2671223581,0.5669606328,-0.0806765184,-1.0327403545,0.5266676545,1.3021652699,-1.5740603209,-0.5532390475,2.1681909561,-0.9205334187,-1.4217488766,1.7578282356,-0.1209752783,-1.0547795296,0.8564006090,-0.3971644640,,,
0.0761718750,1,0.8449884653,-0.4694981277,-0.1650640368,-0.1870188564,0.5432822704,0.5635697246,-1.8974679708,0.9182155132,1.8409688473,-2.7800562382,0.3743379116,2.3802883625,-2.1775615215,-0.1515156031,1.4676816463,-0.9292705059,0.2167908996,-0.1082187817,-0.3136163950,,,
0.0781250000,1,0.7395290732,-0.5150378346,0.1929917485,-0.7019377351,0.8858468533,0.6464972496,-2.4654178619,1.7842839956,1.1208339930,-2.7056038380,1.1279057264,1.1155880690,-1.0411796570,-0.4927606285,0.5911422968,0.9643441439,-1.6058529615,0.1984197348,1.3934601545,,,
0.0800781250,1,0.6230151653,-0.4931799471,0.4199625254,-1.1340042353,1.3993321657,0.1726432890,-2.2405211926,2.0994193554,0.1573505849,-1.4014362097,0.1039266959,1.2645843029,-0.0710177422,-2.2619166374,2.3026738167,0.2253686190,-2.1199638844,1.4609179497,0.0188850891,,,
0.0820312500,1,0.4972964525,-0.4087571800,0.4926569462,-1.3600752354,1.8122196198,-0.5248219967,-1.3373318911,1.3838661909,0.2306754440,-0.6874998212,-1.1614125967,2.6764984131,-1.2605768442,-1.5383450985,2.1493339539,-0.2459785789,-0.9094408751,-0.4971661568,2.2124366760,,,
0.0839843750,1,0.3643915057,-0.2710725069,0.4117519855,-1.3112252951,1.8921667337,-0.9849572778,-0.3902438581,0.2000949681,1.2655209303,-1.4105950594,-0.6850816607,2.4500234127,-1.4948928356,-0.6122750044,0.5377582908,1.7275761366,-2.7303748131,0.7508417964,1.5836656094,,,
0.0859375000,1,0.2264524400,-0.0932451487,0.2016336024,-0.9916393757,1.5448645353,-0.8962657452,-0.0477184467,-0.4147309065,1.9212585688,-2.1773099899,0.4765561521,0.8388042450,0.2286149561,-2.0567660332,1.6231311560,0.8239644766,-1.9091955423,0.1918504983,1.5356373787,,,
0.0878906250,1,0.0857272968,0.1087102219,-0.0934536010,-0.4774915278,0.8545925021,-0.2842518985,-0.4558305144,-0.0010550523,1.2788518667,-1.4770784378,0.1243613362,0.7452786565,0.4314098954,-2.0995953083,1.7147936821,0.2629238963,-0.8036746979,-1.1042222977,2.7036070824,,,
0.0898437500,1,-0.0554791987,0.3170062900,-0.4163483083,0.1038851812,0.0493232980,0.5030046701,-1.1439598799,0.8603217006,-0.0008153657,0.0152728958,-1.1670598984,1.8329050541,-0.9078494906,-0.2596382797,-0.2614409029,1.8919439316,-2.1813154221,0.5660891533,0.5352655649,,,
0.0917968750,1,-0.1948459148,0.5133296847,-0.7059239745,0.6088277102,-0.5948868394,1.0026386976,-1.4039486647,1.1473441124,-0.5067198277,0.4396136105,-1.0551522970,1.2455842495,-0.3616297543,-0.5933766365,0.3709811270,0.4929261506,-0.3375128508,-1.0200207233,1.8002187014,,,
0.0937500000,1,-0.3300758898,0.6801245213,-0.9066557288,0.9166265726,-0.8698261976,0.9137493968,-0.8595271111,0.4456529617,0.1498373747,-0.4575866461,0.4239768684,-0.5335528255,1.0164041519,-1.3607733250,1.0310990810,-0.3601962626,0.1301559657,-0.3636851311,0.2398933470,,,
0.0957031250,1,-0.4589365423,0.8018234968,-0.9773120880,0.9624980092,-0.7223927379,0.2774133086,0.2293082476,-0.6239628792,0.8531909585,-0.9592676759,0.9162755609,-0.6189604998,0.0852142721,0.4523382485,-0.7672008872,0.8733737469,-0.9080567956,0.8411865830,-0.4963896871,,,
0.0976562500,1,-0.5792985559,0.8659399152,-0.8974179029,0.7552092075,-0.2763280571,-0.5478220582,1.1703976393,-1.0362707376,0.3987385333,0.0090928860,-0.0896568075,0.4490014315,-1.1692293882,1.3341501951,-0.3566432297,-0.8834718466,1.1110285521,-0.4829289615,0.2598026395,,,
0.0996093750,1,-0.6891732812,0.8639459014,-0.6704813242,0.3745267391,0.2207551748,-1.1002908945,1.3889315128,-0.4065182507,-0.9780555964,1.2407932281,-0.3747268915,-0.1500435472,-0.1926540881,0.1364651322,1.0222108364,-1.7376722097,0.4221000075,1.6854093075,-1.9086054564,,,
0.1015625000,1,-0.7867473960,0.7918739319,-0.3234818280,-0.0508101285,0.5026569366,-1.0910688639,0.8831695914,0.6173915863,-1.8861495256,1.0618582964,1.0535403490,-1.7336260080,0.2909812033,0.9186142087,-0.2977542281,-0.5022387505,-0.3698469102,1.4570559263,-0.2653972805,,,
0.1035156250,1,-0.8704146147,0.6506009698,0.0973003879,-0.3785544634,0.3976813853,-0.5761771798,0.2221407443,1.0159262419,-1.5189909935,-0.1441904455,2.1733107567,-1.4766373634,-1.4092196226,2.4790856838,-0.1592044234,-2.1423704624,1.2186425924,1.1040558815,-1.1906707287,,,
0.1054687500,1,-0.9388038516,0.4457947016,0.5334650874,-0.4921320677,-0.0982641652,0.0779617429,0.0872645900,0.4371594787,-0.6582159400,-0.5174546838,1.5002443790,-0.1467886418,-2.0038352013,1.3688614368,1.6681264639,-2.5319619179,-0.4656398594,2.9634475708,-1.0949842930,,,
0.1074218750,1,-0.9908031225,0.1875258386,0.9235638380,-0.3327982724,-0.8194627166,0.4151129723,0.7244378924,-0.4469413161,-0.6768664718,0.4699189663,0.6864761114,-0.5362002254,-0.7251477838,0.6826757193,0.7347742915,-0.9091315269,-0.6502444744,1.1705058813,0.4289446473,,,
0.1093750000,1,-1.0255789757,-0.1104265079,1.2126501799,0.0840444863,-1.5000121593,0.1637571752,1.7447025776,-0.6308856010,-1.7986265421,1.2236236334,1.5630608797,-1.7834769487,-1.0283042192,2.1374874115,0.2848344743,-2.1558613777,0.4985078275,1.7981116772,-1.1230902672,,,
0.1113281250,1,-1.0425910950,-0.4315280318,1.3608217239,0.6728419662,-1.8858631849,-0.5988467336,2.4329242706,0.1924542189,-2.8069519997,0.4494019747,2.8692543507,-1.1486790180,-2.5848968029,1.7068301439,2.0346887112,-1.9724125862,-1.3876675367,1.8926217556,0.8434773684,,,
0.1132812500,1,-1.0416017771,-0.7576345205,1.3494216204,1.3011038303,-1.8419257402,-1.4913295507,2.3177688122,1.3123630285,-2.5709998608,-0.8751110435,2.4667224884,0.3754701316,-1.9914284945,-0.0220640730,1.2597628832,-0.0402553864,-0.4752061069,-0.2165354788,-0.1411992311,,,
0.1152343750,1,-1.0226799250,-1.0702491999,1.1839359999,1.8254789114,-1.4089856148,-2.0548982620,1.5473492146,1.7196735144,-1.4659684896,-0.9609158635,1.1160827875,0.0462762266,-0.5677120090,0.7245662212,-0.0046732919,-1.1210248470,0.3823717535,1.0534689426,-0.3868821263,,,
0.1171875000,1,-0.9862002134,-1.3518048525,0.8931348920,2.1308045387,-0.7863780260,-2.0263447762,0.7702649832,1.1306523085,-0.8983943462,0.1064646244,1.1239591837,-1.0867681503,-1.3101594448,1.3385146856,1.3007602692,-0.7295905948,-1.0147219896,-0.4784131348,0.5110382438,,,
0.1191406250,1,-0.9328360558,-1.5868813992,0.5245898366,2.1614313126,-0.2477418035,-1.4939452410,0.6171432734,0.2700783312,-1.5346190929,0.5152070522,2.2585806847,-0.3633970320,-2.0093617439,-0.4074470997,0.6930386424,1.0607750416,0.9154810905,-1.1521664858,-1.7356194258,,,
0.1210937500,1,-0.8635479808,-1.7632726431,0.1372677982,1.9362381697,-0.0254574567,-0.8429393172,1.1971637011,0.1246958748,-2.4645481110,-0.5157051682,2.1720263958,1.0287392139,-0.3624069989,-0.5796195269,-1.2034825087,-0.3017834425,1.2327766418,0.1237692088,-0.3914838731,,,
0.1230468750,1,-0.7795670033,-1.8728306293,-0.2076460719,1.5432265997,-0.2126034647,-0.5232691169,2.0120468140,0.9296383262,-2.3542160988,-1.5398396254,0.5800572038,0.4384096265,0.6822851896,0.9152898192,-0.3109539151,-0.1052160487,0.3942807913,-1.7483779192,-1.8083658218,,,
0.1250000000,2,-0.6823729277,-1.9120252132,-0.4562673569,1.1151770353,-0.7238625288,-0.7786808610,2.3562297821,1.9230790138,-1.1346304417,-1.0572166443,-0.2091676593,-0.8746540546,-0.3536551893,0.1306189895,-0.4245562255,1.2431535721,2.5569579601,-0.4123300612,-2.1091365814,,,
0.1269531250,2,-0.5736684203,-1.8821837902,-0.5703900456,0.7930408120,-1.3318947554,-1.4994238615,1.8832515478,2.1198549271,-0.0985422432,0.2270212919,0.6438443065,-0.3182753921,-0.1461165547,-0.8118206859,-2.4290382862,-0.5335519314,1.8272393942,-0.0685457960,-0.9429890513,,,
0.1289062500,2,-0.4553492963,-1.7893898487,-0.5334187150,0.6871033907,-1.7638019323,-2.2867736816,0.8854840398,1.3142358065,-0.2827540040,0.4733216166,1.0540421009,0.7529850006,1.7159105539,0.8292775154,-1.6941957474,-0.5029876232,1.2921173573,-1.1342227459,-2.5599248409,,,
0.1308593750,2,-0.3294714093,-1.6440526247,-0.3529309630,0.8465650082,-1.8169090748,-2.6907725334,0.0634929910,0.2879734039,-1.1737637520,-0.5112299919,-0.2609222233,-0.1907140464,1.7208294868,1.3528982401,-0.9760203362,0.5891080499,2.8529152870,0.9716263413,-0.3548289835,,,
0.1328125000,2,-0.1982145309,-1.4601728916,-0.0594710968,1.2458765507,-1.4449280500,-2.4788560867,-0.0306732189,0.0112674311,-1.3670998812,-0.9860322475,-1.4778515100,-1.6775555611,0.4590261579,0.0155260116,-2.6174273491,-1.2669392824,1.0026631355,-0.2328218073,-0.8660163879,,,
0.1347656250,2,-0.0638443679,-1.2543603182,0.2982365489,1.7915785313,-0.7780812383,-1.7745431662,0.5686990023,0.6526287794,-0.3490044773,0.0822608769,-0.8726514578,-1.1966426373,1.2279317379,0.8494591713,-1.9514021873,-0.9949516058,0.8260580897,-0.1325379461,-0.3092152774,,,
0.1367187500,2,0.0713271275,-1.0446676016,0.6609092355,2.3477692604,-0.0686720833,-0.9831579924,1.2719780207,1.4087256193,0.8450397849,1.4442030191,0.1450072676,-0.2695614696,2.4295387268,2.2568073273,-0.4283718169,0.2625783384,1.5659198761,0.9021031857,1.4174810648,,,
0.1386718750,2,0.2049821913,-0.8493250608,0.9679750800,2.7732234001,0.4149031639,-0.5490668416,1.4091055393,1.3279067278,0.9252080917,1.4399178028,-0.4563603103,-1.3059920073,1.2493188381,1.0151029825,-1.6110607386,-1.2807688713,-0.7220078111,-1.2569528818,0.0321638770,,,
0.1406250000,2,0.3348377347,-0.6854627728,1.1670459509,2.9599907398,0.5009223223,-0.6897901893,0.7686690688,0.2863422930,-0.0354919545,0.4895913899,-1.7239949703,-2.6507861614,0.1536028236,0.4550582767,-1.2718919516,-0.4908447862,-0.1058904007,-0.1855961829,2.0765330791,,,
0.1425781250,2,0.4586852491,-0.5679094195,1.2221179008,2.8628947735,0.1862355620,-1.2661898136,-0.2299329638,-0.8801674247,-0.6990760565,0.4379590154,-1.4116419554,-1.9130749702,1.2574148178,1.8940986395,0.6198542714,1.0556299686,0.0977173150,-0.9288486838,1.0204818249,,,
0.1445312500,2,0.5744295120,-0.5081521273,1.1192233562,2.5118498802,-0.3630785644,-1.8664516211,-0.8689607382,-1.2235010862,-0.1519106627,1.7449455261,0.0294631775,-0.8010596633,1.5138918161,1.2499371767,-0.3113816082,-0.2062513679,-1.7096776962,-2.3545849323,0.8344193101,,,
0.1464843750,2,0.6801251173,-0.5135293007,0.8686513305,2.0036191940,-0.8825672269,-2.0535640717,-0.7037237287,-0.6446164250,0.9432156682,2.7708761692,0.2329389453,-1.6191796064,-0.2147074640,-0.4988374710,-0.6754325628,0.8911712766,-0.1068738401,-0.8037831187,1.6804707050,,,
0.1484375000,2,0.7740103602,-0.5867131948,0.5033931136,1.4752751589,-1.1218136549,-1.6280966997,0.0838387683,0.0124682132,1.1839307547,2.2379941940,-0.9122285247,-2.5633425713,-0.4756196737,0.2282115221,1.0801180601,2.3728110790,-0.3038112521,-2.4824991226,-0.4785841405,,,
0.1503906250,2,0.8545382023,-0.7255181670,0.0740527213,1.0666354895,-0.9508888125,-0.7489125729,0.8320030570,-0.1701723933,0.1994976401,1.1478798389,-1.0922180414,-1.3966827393,0.8919948936,0.5220335126,0.2621488273,0.9623025656,-1.2360466719,-1.8576653004,1.0208202600,,,
0.1523437500,2,0.9204031229,-0.9230475426,-0.3589841425,0.8819684386,-0.4158484638,0.1604858488,0.9290980697,-1.2398878336,-0.8755688071,1.2567778826,0.3017064929,-0.0200250465,0.4363662899,-1.4850500822,-0.8998314142,1.8948483467,0.8289651275,-0.6769759655,-0.2824067473,,,
0.1542968750,2,0.9705640078,-1.1681698561,-0.7349036932,0.9614652395,0.2801873386,0.6639327407,0.3027304411,-2.3183674812,-0.8225760460,2.4144685268,1.0649981499,-0.6280472279,-0.9330316782,-1.7447497845,0.5232511163,2.8737919331,-0.0520876609,-1.9641730785,-0.3114834130,,,
0.1562500000,2,1.0042622089,-1.4462902546,-1.0018836260,1.2702953815,0.8623837829,0.5720527172,-0.5227192044,-2.4924423695,0.1357459873,2.7901909351,0.0594117716,-1.2771168947,-0.0221825931,-0.5573292375,0.0109839207,0.9900686741,-0.3297206759,0.2836292088,0.9549684525,,,
0.1582031250,2,1.0210345984,-1.7403638363,-1.1251112223,1.7082452774,1.0999087095,0.0538771302,-0.8462837338,-1.7413327694,0.6269137859,1.6441340446,-0.7929926515,0.1119033173,1.2956159115,-1.7216387987,-1.6143364906,1.5658687353,1.2985488176,0.1510669589,-0.5560697913,,,
0.1601562500,2,1.0207216740,-2.0320801735,-1.0921524763,2.1372976303,0.9031211138,-0.4661748707,-0.3523318172,-0.9536553025,-0.1304155141,0.4542721510,0.0665190220,1.4712400436,0.3642296195,-2.7542130947,-0.3801441193,2.0218150616,-0.4795985818,-0.0383558236,1.6360222101,,,
0.1621093750,2,1.0034705400,-2.3031368256,-0.9148350954,2.4195902348,0.3611635268,-0.5642293692,0.6350501180,-1.0169658661,-1.3304449320,0.6944986582,1.0606716871,0.7492707372,-0.1873978674,-1.2101404667,-0.2012724876,-0.1663960963,-0.3343335986,1.9928525686,0.8770145774,,,
0.1640625000,2,0.9697316289,-2.5365109444,-0.6273533106,2.4553525448,-0.2959226072,-0.0725272223,1.4086416960,-1.9096745253,-1.5846689939,1.6224268675,0.2689331472,0.0446603149,1.4525839090,-0.9360087514,-1.7916313410,0.3590190709,0.3715871274,0.3986701965,1.1803164482,,,
0.1660156250,2,0.9202511311,-2.7176449299,-0.2808891237,2.2104184628,-0.7945470810,0.8184308410,1.4405844212,-2.7226929665,-0.6616668701,1.4204180241,-1.1633398533,1.2957464457,2.0485365391,-2.2556247711,-0.5920161605,0.7051510811,-1.8681313992,1.2638247013,2.3867588043,,,
0.1679687500,2,0.8560575843,-2.8354578018,0.0644107759,1.7257758379,-0.9332419038,1.6723576784,0.8011848330,-2.5887172222,0.2294349074,-0.0362485722,-1.0413354635,2.3067238331,0.6958239675,-1.1967971325,0.4591372907,-1.3137351274,-1.1091523170,1.5754977465,0.4859320521,,,
0.1699218750,2,0.7784438729,-2.8831150532,0.3488540053,1.1065310240,-0.6677701473,2.0669581890,0.0993032902,-1.5701568127,-0.0314063579,-0.9701910615,0.0098077068,1.2054288387,0.8422890306,0.2687916160,-0.8403021693,-0.3989134431,-1.1203325987,-0.2871226668,1.9894027710,,,
